,date,temperature,relative_humidity,dew_point,apparent_temperature,precipitation_probability,rain,surface_pressure,bike_stands,available_bike_stands
10472,2023-08-23 08:14:23+00:00,23.0,84,20.2,26.6,0.0,0.0,985.4,22,18
10473,2023-08-23 08:19:18+00:00,,84,20.2,26.6,0.0,0.0,985.4,22,16
10474,2023-08-23 08:23:58+00:00,23.0,84,20.2,26.6,0.0,0.0,985.4,22,17
10475,2023-08-23 08:28:15+00:00,23.0,84,20.2,26.6,0.0,0.0,985.4,22,18
10481,2023-08-23 08:38:38+00:00,26.6,68,20.3,29.9,0.0,0.0,985.5,22,21
10483,2023-08-23 08:53:09+00:00,26.6,68,20.3,29.9,0.0,,985.5,22,22
10480,2023-08-23 08:45:03+00:00,,68,20.3,29.9,0.0,0.0,985.5,22,21
10482,2023-08-23 08:31:11+00:00,,68,20.3,29.9,0.0,0.0,985.5,22,20
10478,2023-08-23 08:55:08+00:00,26.6,68,20.3,29.9,0.0,,985.5,22,22
10477,2023-08-23 09:28:36+00:00,26.6,68,20.3,29.9,,,985.5,22,21
10476,2023-08-23 09:05:13+00:00,26.6,68,20.3,29.9,0.0,0.0,985.5,22,22
10479,2023-08-23 09:18:29+00:00,26.6,68,20.3,29.9,0.0,0.0,985.5,22,20
10492,2023-08-23 10:05:47+00:00,28.1,67,21.4,32.6,0.0,0.0,986.5,22,22
10491,2023-08-23 09:35:31+00:00,,67,21.4,32.6,0.0,0.0,986.5,22,22
10490,2023-08-23 09:45:36+00:00,28.1,67,21.4,32.6,0.0,0.0,986.5,22,22
10489,2023-08-23 09:55:42+00:00,28.1,67,21.4,32.6,0.0,0.0,986.5,22,22
10488,2023-08-23 10:03:39+00:00,28.1,67,21.4,32.6,0.0,0.0,986.5,22,22
10486,2023-08-23 10:15:52+00:00,28.1,67,21.4,32.6,0.0,0.0,986.5,22,21
10485,2023-08-23 10:23:35+00:00,28.1,67,21.4,32.6,0.0,0.0,986.5,22,22
10484,2023-08-23 10:26:04+00:00,28.1,67,21.4,32.6,0.0,,986.5,22,22
10487,2023-08-23 10:12:37+00:00,28.1,67,21.4,32.6,0.0,0.0,986.5,22,21
10504,2023-08-23 10:56:36+00:00,29.6,65,22.3,34.0,0.0,0.0,986.2,22,20
10503,2023-08-23 10:31:17+00:00,29.6,65,22.3,34.0,0.0,,986.2,22,21
10502,2023-08-23 10:37:42+00:00,29.6,65,22.3,34.0,0.0,0.0,986.2,22,22
10501,2023-08-23 10:43:38+00:00,29.6,65,22.3,34.0,0.0,0.0,986.2,22,21
10499,2023-08-23 10:51:29+00:00,29.6,65,22.3,34.0,0.0,0.0,986.2,22,20
10500,2023-08-23 10:48:33+00:00,29.6,65,22.3,34.0,0.0,0.0,986.2,22,21
10497,2023-08-23 11:04:09+00:00,,65,22.3,34.0,0.0,0.0,986.2,22,22
10496,2023-08-23 11:16:37+00:00,29.6,65,22.3,34.0,0.0,0.0,986.2,22,19
10495,2023-08-23 11:23:44+00:00,29.6,65,22.3,34.0,0.0,,986.2,22,15
10494,2023-08-23 11:29:23+00:00,29.6,65,22.3,34.0,0.0,0.0,986.2,22,16
10493,2023-08-23 11:06:31+00:00,29.6,65,22.3,34.0,0.0,0.0,986.2,22,22
10498,2023-08-23 11:13:33+00:00,,65,22.3,34.0,0.0,0.0,986.2,22,21
10515,2023-08-23 11:53:08+00:00,30.8,58,21.6,35.6,0.0,0.0,985.6,22,17
10514,2023-08-23 11:33:59+00:00,30.8,58,21.6,35.6,0.0,0.0,985.6,22,14
10513,2023-08-23 11:38:48+00:00,30.8,58,21.6,35.6,,0.0,985.6,22,13
10512,2023-08-23 11:43:22+00:00,30.8,58,21.6,35.6,0.0,,985.6,22,16
10511,2023-08-23 11:47:26+00:00,30.8,58,21.6,35.6,0.0,0.0,985.6,22,16
10509,2023-08-23 12:08:20+00:00,30.8,58,21.6,35.6,0.0,0.0,985.6,22,19
10508,2023-08-23 12:10:15+00:00,30.8,58,21.6,35.6,0.0,0.0,985.6,22,19
10507,2023-08-23 12:17:23+00:00,30.8,58,21.6,35.6,0.0,0.0,985.6,22,18
10506,2023-08-23 12:23:16+00:00,30.8,58,21.6,35.6,0.0,0.0,985.6,22,17
10505,2023-08-23 12:28:06+00:00,30.8,58,21.6,35.6,0.0,0.0,985.6,22,16
10510,2023-08-23 11:57:08+00:00,30.8,58,21.6,35.6,0.0,0.0,985.6,22,18
10523,2023-08-23 12:43:30+00:00,31.2,55,21.1,35.5,0.0,0.0,985.9,22,13
10526,2023-08-23 12:59:33+00:00,31.2,55,21.1,35.5,0.0,0.0,985.9,22,12
10525,2023-08-23 12:32:01+00:00,,55,21.1,35.5,0.0,0.0,985.9,22,14
10524,2023-08-23 12:37:36+00:00,31.2,55,21.1,35.5,0.0,0.0,985.9,22,13
10522,2023-08-23 12:47:47+00:00,31.2,55,21.1,35.5,0.0,0.0,985.9,22,14
10519,2023-08-23 13:13:49+00:00,31.2,55,21.1,35.5,0.0,0.0,985.9,22,12
10520,2023-08-23 13:08:00+00:00,31.2,55,21.1,35.5,0.0,0.0,985.9,22,12
10521,2023-08-23 12:57:53+00:00,,55,21.1,35.5,0.0,0.0,985.9,22,11
10518,2023-08-23 13:18:10+00:00,31.2,55,21.1,35.5,,0.0,985.9,22,10
10517,2023-08-23 13:20:24+00:00,31.2,55,21.1,35.5,0.0,,985.9,22,9
10516,2023-08-23 13:28:15+00:00,31.2,55,21.1,35.5,0.0,0.0,985.9,22,9
10535,2023-08-23 13:58:39+00:00,31.3,50,19.6,34.9,0.0,0.0,985.5,22,10
10534,2023-08-23 13:34:18+00:00,,50,19.6,34.9,0.0,0.0,985.5,22,9
10533,2023-08-23 13:38:25+00:00,31.3,50,19.6,34.9,0.0,0.0,985.5,22,9
10532,2023-08-23 13:44:09+00:00,31.3,50,19.6,34.9,0.0,0.0,985.5,22,9
10531,2023-08-23 13:48:31+00:00,31.3,50,19.6,34.9,0.0,0.0,985.5,22,9
10530,2023-08-23 14:04:05+00:00,31.3,50,19.6,34.9,0.0,0.0,985.5,22,11
10529,2023-08-23 14:08:45+00:00,31.3,50,19.6,34.9,0.0,,985.5,22,11
10528,2023-08-23 14:18:52+00:00,31.3,50,19.6,34.9,0.0,0.0,985.5,22,12
10527,2023-08-23 14:28:59+00:00,31.3,50,19.6,34.9,0.0,,985.5,22,15
10546,2023-08-23 15:07:01+00:00,28.8,55,18.8,30.1,0.0,0.0,986.2,22,16
10545,2023-08-23 14:39:07+00:00,28.8,55,18.8,30.1,,0.0,986.2,22,15
10544,2023-08-23 14:42:12+00:00,28.8,55,18.8,30.1,,0.0,986.2,22,15
10543,2023-08-23 14:49:14+00:00,28.8,55,18.8,30.1,0.0,0.0,986.2,22,15
10542,2023-08-23 14:52:06+00:00,28.8,55,18.8,30.1,,0.0,986.2,22,16
10539,2023-08-23 15:23:29+00:00,,55,18.8,30.1,0.0,0.0,986.2,22,10
10540,2023-08-23 15:11:10+00:00,28.8,55,18.8,30.1,0.0,,986.2,22,12
10538,2023-08-23 15:28:06+00:00,,55,18.8,30.1,0.0,0.0,986.2,22,11
10537,2023-08-23 15:29:44+00:00,28.8,55,18.8,30.1,0.0,0.0,986.2,22,11
10536,2023-08-23 15:17:29+00:00,28.8,55,18.8,30.1,0.0,0.0,986.2,22,11
10541,2023-08-23 14:59:23+00:00,28.8,55,18.8,30.1,0.0,0.0,986.2,22,17
10547,2023-08-23 15:37:35+00:00,28.6,57,19.3,30.6,,0.0,985.9,22,12
10548,2023-08-23 15:39:51+00:00,,57,19.3,30.6,0.0,0.0,985.9,22,12
10549,2023-08-23 15:50:26+00:00,,57,19.3,30.6,0.0,0.0,985.9,22,10
10550,2023-08-23 16:04:10+00:00,28.6,57,19.3,30.6,0.0,0.0,985.9,22,12
10551,2023-08-23 16:10:09+00:00,28.6,57,19.3,30.6,0.0,,985.9,22,11
10552,2023-08-23 16:20:16+00:00,28.6,57,19.3,30.6,0.0,0.0,985.9,22,12
10560,2023-08-23 16:47:06+00:00,24.6,77,20.3,27.0,0.0,0.0,986.4,22,9
10563,2023-08-23 16:57:39+00:00,24.6,77,20.3,27.0,0.0,0.0,986.4,22,8
10562,2023-08-23 16:38:35+00:00,24.6,77,20.3,27.0,0.0,0.0,986.4,22,10
10561,2023-08-23 16:40:28+00:00,,77,20.3,27.0,0.0,0.0,986.4,22,11
10559,2023-08-23 16:31:06+00:00,24.6,77,20.3,27.0,0.0,0.0,986.4,22,11
10556,2023-08-23 17:18:09+00:00,24.6,77,20.3,27.0,0.0,0.0,986.4,22,7
10557,2023-08-23 17:00:40+00:00,24.6,77,20.3,27.0,0.0,,986.4,22,8
10555,2023-08-23 17:20:53+00:00,24.6,77,20.3,27.0,0.0,0.0,986.4,22,6
10554,2023-08-23 17:29:09+00:00,,77,20.3,27.0,0.0,0.0,986.4,22,7
10553,2023-08-23 17:11:21+00:00,24.6,77,20.3,27.0,0.0,0.0,986.4,22,8
10558,2023-08-23 16:50:33+00:00,24.6,77,20.3,27.0,0.0,,986.4,22,7
10572,2023-08-23 17:51:13+00:00,26.3,75,21.5,30.0,8.0,0.0,985.5,22,3
10571,2023-08-23 17:32:18+00:00,26.3,75,21.5,30.0,8.0,0.0,985.5,22,7
10570,2023-08-23 17:41:18+00:00,26.3,75,21.5,30.0,8.0,0.0,985.5,22,6
10569,2023-08-23 17:45:27+00:00,26.3,75,21.5,30.0,8.0,0.0,985.5,22,5
10567,2023-08-23 18:01:19+00:00,26.3,75,21.5,30.0,8.0,0.0,985.5,22,2
10566,2023-08-23 18:08:49+00:00,26.3,75,21.5,30.0,8.0,0.0,985.5,22,1
10565,2023-08-23 18:12:14+00:00,26.3,75,21.5,30.0,8.0,0.0,985.5,22,1
10564,2023-08-23 18:24:01+00:00,26.3,75,21.5,30.0,8.0,,985.5,22,1
10568,2023-08-23 17:57:13+00:00,26.3,75,21.5,30.0,8.0,,985.5,22,2
10580,2023-08-23 18:37:09+00:00,26.4,77,22.0,30.5,15.0,,985.6,22,3
10579,2023-08-23 19:01:53+00:00,26.4,77,22.0,30.5,15.0,0.0,985.6,22,0
10578,2023-08-23 18:31:36+00:00,26.4,77,22.0,30.5,15.0,0.0,985.6,22,1
10577,2023-08-23 18:52:44+00:00,26.4,77,22.0,30.5,15.0,0.0,985.6,22,1
10575,2023-08-23 19:13:57+00:00,26.4,77,22.0,30.5,15.0,0.0,985.6,22,1
10574,2023-08-23 19:22:04+00:00,26.4,77,22.0,30.5,15.0,0.0,985.6,22,1
10573,2023-08-23 19:28:53+00:00,26.4,77,22.0,30.5,15.0,,985.6,22,1
10576,2023-08-23 18:41:41+00:00,,77,22.0,30.5,,0.0,985.6,22,3
10581,2023-08-23 20:22:43+00:00,24.8,87,22.5,29.3,23.0,0.0,984.8,22,0
10582,2023-08-23 19:32:29+00:00,24.8,87,22.5,29.3,23.0,0.0,984.8,22,2
10583,2023-08-23 19:42:18+00:00,24.8,87,22.5,29.3,23.0,0.0,984.8,22,2
10584,2023-08-23 19:46:07+00:00,24.8,87,22.5,29.3,23.0,0.0,984.8,22,3
10585,2023-08-23 19:52:25+00:00,24.8,87,22.5,29.3,23.0,0.0,984.8,22,3
10586,2023-08-23 19:58:26+00:00,24.8,87,22.5,29.3,23.0,0.0,984.8,22,3
10587,2023-08-23 20:02:32+00:00,24.8,87,22.5,29.3,23.0,0.0,984.8,22,3
10588,2023-08-23 20:12:37+00:00,24.8,87,22.5,29.3,23.0,0.0,984.8,22,2
10594,2023-08-23 21:03:03+00:00,24.0,85,21.3,27.7,30.0,,985.5,22,0
10595,2023-08-23 20:32:48+00:00,24.0,85,21.3,27.7,30.0,0.0,985.5,22,0
10593,2023-08-23 20:42:53+00:00,24.0,85,21.3,27.7,30.0,0.0,985.5,22,0
10592,2023-08-23 20:52:58+00:00,24.0,85,21.3,27.7,30.0,0.0,985.5,22,0
10591,2023-08-23 21:13:08+00:00,,85,21.3,27.7,30.0,0.0,985.5,22,0
10590,2023-08-23 21:23:43+00:00,24.0,85,21.3,27.7,30.0,0.0,985.5,22,0
10589,2023-08-23 21:24:23+00:00,24.0,85,21.3,27.7,30.0,0.0,985.5,22,1
10596,2023-08-23 21:33:21+00:00,,85,20.2,25.9,38.0,0.0,985.7,22,1
10597,2023-08-23 21:43:25+00:00,22.9,85,20.2,25.9,38.0,0.0,985.7,22,0
10598,2023-08-23 21:53:30+00:00,22.9,85,20.2,25.9,38.0,0.0,985.7,22,0
10599,2023-08-23 22:03:35+00:00,22.9,85,20.2,25.9,38.0,0.0,985.7,22,0
10600,2023-08-23 22:13:44+00:00,22.9,85,20.2,25.9,38.0,0.0,985.7,22,2
10601,2023-08-23 22:23:49+00:00,22.9,85,20.2,25.9,38.0,0.0,985.7,22,2
10609,2023-08-23 23:04:10+00:00,22.2,86,19.7,25.1,45.0,0.0,985.8,22,1
10607,2023-08-23 22:46:44+00:00,22.2,86,19.7,25.1,45.0,0.0,985.8,22,1
10606,2023-08-23 22:54:04+00:00,22.2,86,19.7,25.1,,0.0,985.8,22,1
10608,2023-08-23 22:43:59+00:00,22.2,86,19.7,25.1,45.0,0.0,985.8,22,2
10604,2023-08-23 23:14:15+00:00,22.2,86,19.7,25.1,45.0,,985.8,22,1
10603,2023-08-23 23:24:21+00:00,22.2,86,19.7,25.1,45.0,0.0,985.8,22,0
10602,2023-08-23 23:16:34+00:00,22.2,86,19.7,25.1,45.0,0.0,985.8,22,0
10605,2023-08-23 22:33:54+00:00,22.2,86,19.7,25.1,45.0,0.0,985.8,22,2
10615,2023-08-24 00:04:41+00:00,,83,18.9,24.6,45.0,0.0,986.0,22,0
10613,2023-08-23 23:54:36+00:00,21.9,83,18.9,24.6,45.0,,986.0,22,0
10614,2023-08-23 23:34:26+00:00,21.9,83,18.9,24.6,45.0,0.0,986.0,22,0
10611,2023-08-24 00:14:46+00:00,,83,18.9,24.6,45.0,0.0,986.0,22,0
10610,2023-08-24 00:24:52+00:00,21.9,83,18.9,24.6,,0.0,986.0,22,0
10612,2023-08-23 23:44:31+00:00,21.9,83,18.9,24.6,45.0,0.0,986.0,22,0
10616,2023-08-24 00:34:57+00:00,21.9,80,18.2,24.2,45.0,,986.2,22,0
10617,2023-08-24 00:45:01+00:00,21.9,80,18.2,24.2,45.0,0.0,986.2,22,0
10618,2023-08-24 00:55:07+00:00,21.9,80,18.2,24.2,45.0,0.0,986.2,22,0
10619,2023-08-24 01:05:12+00:00,21.9,80,18.2,24.2,45.0,0.0,986.2,22,0
10620,2023-08-24 01:15:17+00:00,21.9,80,18.2,24.2,45.0,0.0,986.2,22,0
10621,2023-08-24 01:25:22+00:00,21.9,80,18.2,24.2,,0.0,986.2,22,0
10626,2023-08-24 01:31:32+00:00,20.9,85,18.3,23.2,45.0,0.0,986.1,22,0
10625,2023-08-24 01:40:36+00:00,20.9,85,18.3,23.2,,0.0,986.1,22,0
10627,2023-08-24 01:50:41+00:00,20.9,85,18.3,23.2,45.0,0.0,986.1,22,0
10623,2023-08-24 02:00:47+00:00,20.9,85,18.3,23.2,45.0,0.0,986.1,22,0
10624,2023-08-24 02:10:52+00:00,20.9,85,18.3,23.2,45.0,,986.1,22,0
10622,2023-08-24 02:20:57+00:00,,85,18.3,23.2,45.0,,986.1,22,0
10628,2023-08-24 03:21:28+00:00,,86,18.9,23.8,53.0,0.0,986.4,22,0
10629,2023-08-24 03:11:23+00:00,21.3,86,18.9,23.8,53.0,0.0,986.4,22,0
10630,2023-08-24 02:31:02+00:00,21.3,86,18.9,23.8,53.0,0.0,986.4,22,0
10631,2023-08-24 02:51:12+00:00,21.3,86,18.9,23.8,53.0,,986.4,22,0
10632,2023-08-24 02:41:07+00:00,21.3,86,18.9,23.8,53.0,0.0,986.4,22,0
10633,2023-08-24 03:01:18+00:00,21.3,86,18.9,23.8,53.0,0.0,986.4,22,0
10635,2023-08-24 03:41:43+00:00,,88,18.6,23.1,60.0,0.0,986.0,22,0
10639,2023-08-24 04:22:02+00:00,20.6,88,18.6,23.1,60.0,0.0,986.0,22,0
10638,2023-08-24 04:11:57+00:00,20.6,88,18.6,23.1,60.0,0.0,986.0,22,0
10634,2023-08-24 03:31:36+00:00,20.6,88,18.6,23.1,60.0,0.0,986.0,22,0
10636,2023-08-24 03:51:47+00:00,20.6,88,18.6,23.1,60.0,0.0,986.0,22,0
10637,2023-08-24 04:01:53+00:00,20.6,88,18.6,23.1,60.0,0.0,986.0,22,0
10645,2023-08-24 04:48:23+00:00,,86,18.2,22.6,68.0,0.0,985.1,22,1
10647,2023-08-24 04:32:08+00:00,20.6,86,18.2,22.6,68.0,,985.1,22,0
10646,2023-08-24 04:42:14+00:00,20.6,86,18.2,22.6,68.0,0.0,985.1,22,1
10648,2023-08-24 05:04:15+00:00,20.6,86,18.2,22.6,68.0,0.0,985.1,22,1
10643,2023-08-24 05:17:00+00:00,20.6,86,18.2,22.6,68.0,0.0,985.1,22,3
10642,2023-08-24 05:12:35+00:00,20.6,86,18.2,22.6,68.0,0.0,985.1,22,2
10641,2023-08-24 05:22:44+00:00,20.6,86,18.2,22.6,68.0,0.0,985.1,22,3
10640,2023-08-24 05:27:45+00:00,20.6,86,18.2,22.6,68.0,0.0,985.1,22,5
10644,2023-08-24 04:52:23+00:00,,86,18.2,22.6,68.0,0.0,985.1,22,2
10658,2023-08-24 06:24:00+00:00,20.2,88,18.2,22.7,70.0,0.0,985.5,22,13
10657,2023-08-24 06:19:21+00:00,20.2,88,18.2,22.7,,,985.5,22,12
10656,2023-08-24 06:13:24+00:00,20.2,88,18.2,22.7,70.0,0.0,985.5,22,11
10655,2023-08-24 06:03:19+00:00,20.2,88,18.2,22.7,70.0,0.0,985.5,22,11
10654,2023-08-24 05:57:19+00:00,20.2,88,18.2,22.7,70.0,,985.5,22,11
10653,2023-08-24 05:53:11+00:00,,88,18.2,22.7,70.0,0.0,985.5,22,10
10651,2023-08-24 05:42:59+00:00,20.2,88,18.2,22.7,70.0,0.0,985.5,22,5
10650,2023-08-24 05:37:23+00:00,20.2,88,18.2,22.7,70.0,0.0,985.5,22,5
10649,2023-08-24 05:32:51+00:00,20.2,88,18.2,22.7,70.0,,985.5,22,5
10652,2023-08-24 05:46:08+00:00,20.2,88,18.2,22.7,70.0,0.0,985.5,22,8
10665,2023-08-24 06:48:37+00:00,20.0,90,18.3,22.5,72.0,0.0,985.8,22,12
10668,2023-08-24 06:58:10+00:00,20.0,90,18.3,22.5,72.0,0.0,985.8,22,14
10666,2023-08-24 06:44:21+00:00,,90,18.3,22.5,72.0,,985.8,22,14
10664,2023-08-24 06:54:21+00:00,20.0,90,18.3,22.5,72.0,0.0,985.8,22,13
10667,2023-08-24 06:33:39+00:00,20.0,90,18.3,22.5,72.0,0.0,985.8,22,13
10662,2023-08-24 07:04:02+00:00,20.0,90,18.3,22.5,72.0,0.0,985.8,22,15
10661,2023-08-24 07:24:15+00:00,20.0,90,18.3,22.5,72.0,0.0,985.8,22,16
10660,2023-08-24 07:14:08+00:00,20.0,90,18.3,22.5,72.0,0.0,985.8,22,14
10663,2023-08-24 07:28:22+00:00,20.0,90,18.3,22.5,,0.0,985.8,22,21
10659,2023-08-24 07:15:42+00:00,20.0,90,18.3,22.5,72.0,0.0,985.8,22,15
10669,2023-08-24 07:34:25+00:00,21.6,87,19.4,25.0,74.0,0.0,986.0,22,22
10670,2023-08-24 07:44:30+00:00,21.6,87,19.4,25.0,74.0,0.0,986.0,22,22
10671,2023-08-24 07:54:36+00:00,21.6,87,19.4,25.0,74.0,0.0,986.0,22,22
10672,2023-08-24 08:04:41+00:00,21.6,87,19.4,25.0,74.0,0.0,986.0,22,22
10673,2023-08-24 08:14:47+00:00,21.6,87,19.4,25.0,74.0,0.0,986.0,22,22
10674,2023-08-24 08:24:52+00:00,21.6,87,19.4,25.0,74.0,0.0,986.0,22,22
10683,2023-08-24 09:05:15+00:00,,75,19.7,27.7,49.0,0.0,987.1,22,22
10682,2023-08-24 08:45:03+00:00,24.4,75,19.7,27.7,49.0,0.0,987.1,22,22
10681,2023-08-24 08:55:09+00:00,24.4,75,19.7,27.7,49.0,0.0,987.1,22,22
10679,2023-08-24 09:04:01+00:00,24.4,75,19.7,27.7,,,987.1,22,22
10680,2023-08-24 08:34:58+00:00,24.4,75,19.7,27.7,49.0,,987.1,22,22
10677,2023-08-24 09:12:23+00:00,24.4,75,19.7,27.7,,0.0,987.1,22,21
10676,2023-08-24 09:23:09+00:00,24.4,75,19.7,27.7,49.0,0.0,987.1,22,18
10675,2023-08-24 09:28:24+00:00,24.4,75,19.7,27.7,49.0,0.0,987.1,22,18
10678,2023-08-24 09:15:10+00:00,24.4,75,19.7,27.7,49.0,0.0,987.1,22,19
10688,2023-08-24 10:09:19+00:00,26.4,68,20.0,29.7,25.0,0.0,987.1,22,21
10684,2023-08-24 10:26:03+00:00,26.4,68,20.0,29.7,25.0,,987.1,22,18
10685,2023-08-24 10:23:47+00:00,26.4,68,20.0,29.7,25.0,0.0,987.1,22,20
10686,2023-08-24 10:15:39+00:00,,68,20.0,29.7,25.0,,987.1,22,21
10687,2023-08-24 10:13:43+00:00,26.4,68,20.0,29.7,,0.0,987.1,22,22
10689,2023-08-24 10:03:36+00:00,26.4,68,20.0,29.7,25.0,0.0,987.1,22,22
10690,2023-08-24 09:53:28+00:00,26.4,68,20.0,29.7,25.0,,987.1,22,21
10691,2023-08-24 09:49:17+00:00,26.4,68,20.0,29.7,25.0,0.0,987.1,22,21
10692,2023-08-24 09:43:21+00:00,26.4,68,20.0,29.7,25.0,0.0,987.1,22,20
10693,2023-08-24 09:33:13+00:00,,68,20.0,29.7,25.0,0.0,987.1,22,19
10694,2023-08-24 09:58:18+00:00,26.4,68,20.0,29.7,25.0,0.0,987.1,22,22
10701,2023-08-24 10:43:59+00:00,28.4,57,19.1,31.3,0.0,0.0,987.2,22,17
10702,2023-08-24 10:33:54+00:00,28.4,57,19.1,31.3,0.0,0.0,987.2,22,17
10700,2023-08-24 10:54:05+00:00,28.4,57,19.1,31.3,0.0,0.0,987.2,22,16
10699,2023-08-24 10:59:14+00:00,28.4,57,19.1,31.3,0.0,0.0,987.2,22,15
10697,2023-08-24 11:07:00+00:00,28.4,57,19.1,31.3,,0.0,987.2,22,18
10696,2023-08-24 11:26:35+00:00,28.4,57,19.1,31.3,0.0,0.0,987.2,22,17
10695,2023-08-24 11:14:24+00:00,,57,19.1,31.3,0.0,0.0,987.2,22,18
10698,2023-08-24 11:04:19+00:00,28.4,57,19.1,31.3,0.0,0.0,987.2,22,18
10703,2023-08-24 11:38:51+00:00,29.8,53,19.2,33.4,0.0,0.0,986.9,22,18
10704,2023-08-24 11:46:56+00:00,29.8,53,19.2,33.4,0.0,0.0,986.9,22,15
10705,2023-08-24 11:53:19+00:00,29.8,53,19.2,33.4,,0.0,986.9,22,15
10706,2023-08-24 11:54:50+00:00,29.8,53,19.2,33.4,0.0,0.0,986.9,22,15
10707,2023-08-24 12:04:55+00:00,29.8,53,19.2,33.4,0.0,0.0,986.9,22,15
10708,2023-08-24 12:19:14+00:00,29.8,53,19.2,33.4,0.0,,986.9,22,14
10709,2023-08-24 12:22:58+00:00,,53,19.2,33.4,0.0,0.0,986.9,22,15
10710,2023-08-24 12:26:55+00:00,29.8,53,19.2,33.4,0.0,0.0,986.9,22,15
10716,2023-08-24 12:35:14+00:00,31.0,52,20.0,34.8,0.0,0.0,985.9,22,15
10718,2023-08-24 12:56:53+00:00,31.0,52,20.0,34.8,0.0,0.0,985.9,22,18
10717,2023-08-24 12:43:19+00:00,,52,20.0,34.8,0.0,0.0,985.9,22,16
10715,2023-08-24 12:48:50+00:00,31.0,52,20.0,34.8,0.0,0.0,985.9,22,16
10714,2023-08-24 13:18:04+00:00,31.0,52,20.0,34.8,0.0,0.0,985.9,22,20
10713,2023-08-24 13:06:29+00:00,31.0,52,20.0,34.8,0.0,,985.9,22,19
10712,2023-08-24 13:13:04+00:00,31.0,52,20.0,34.8,0.0,0.0,985.9,22,18
10711,2023-08-24 13:29:16+00:00,31.0,52,20.0,34.8,0.0,0.0,985.9,22,20
10719,2023-08-24 14:28:58+00:00,32.0,44,18.2,34.4,0.0,0.0,985.0,22,17
10720,2023-08-24 14:23:24+00:00,32.0,44,18.2,34.4,0.0,,985.0,22,18
10721,2023-08-24 14:16:30+00:00,32.0,44,18.2,34.4,0.0,0.0,985.0,22,19
10722,2023-08-24 14:13:30+00:00,32.0,44,18.2,34.4,0.0,0.0,985.0,22,19
10723,2023-08-24 14:06:22+00:00,32.0,44,18.2,34.4,0.0,0.0,985.0,22,19
10724,2023-08-24 13:51:17+00:00,32.0,44,18.2,34.4,0.0,0.0,985.0,22,21
10725,2023-08-24 13:48:18+00:00,32.0,44,18.2,34.4,0.0,0.0,985.0,22,21
10726,2023-08-24 13:42:51+00:00,32.0,44,18.2,34.4,0.0,,985.0,22,22
10727,2023-08-24 13:36:20+00:00,32.0,44,18.2,34.4,0.0,0.0,985.0,22,21
10728,2023-08-24 13:33:54+00:00,32.0,44,18.2,34.4,0.0,0.0,985.0,22,18
10729,2023-08-24 13:56:17+00:00,32.0,44,18.2,34.4,,0.0,985.0,22,21
10737,2023-08-24 14:42:28+00:00,32.8,42,18.2,34.7,2.0,0.0,984.7,22,13
10736,2023-08-24 14:49:22+00:00,,42,18.2,34.7,2.0,0.0,984.7,22,15
10739,2023-08-24 14:33:54+00:00,32.8,42,18.2,34.7,2.0,0.0,984.7,22,14
10740,2023-08-24 14:59:00+00:00,32.8,42,18.2,34.7,2.0,0.0,984.7,22,17
10735,2023-08-24 14:52:42+00:00,32.8,42,18.2,34.7,2.0,0.0,984.7,22,16
10738,2023-08-24 14:36:44+00:00,32.8,42,18.2,34.7,2.0,0.0,984.7,22,14
10733,2023-08-24 15:07:06+00:00,32.8,42,18.2,34.7,2.0,,984.7,22,17
10732,2023-08-24 15:23:17+00:00,32.8,42,18.2,34.7,2.0,0.0,984.7,22,16
10731,2023-08-24 15:17:12+00:00,32.8,42,18.2,34.7,2.0,0.0,984.7,22,16
10730,2023-08-24 15:29:33+00:00,32.8,42,18.2,34.7,2.0,0.0,984.7,22,15
10734,2023-08-24 15:28:59+00:00,32.8,42,18.2,34.7,2.0,0.0,984.7,22,15
10748,2023-08-24 16:08:51+00:00,33.0,42,18.3,34.3,4.0,0.0,984.2,22,14
10747,2023-08-24 15:39:35+00:00,33.0,42,18.3,34.3,4.0,0.0,984.2,22,15
10746,2023-08-24 15:46:22+00:00,33.0,42,18.3,34.3,4.0,0.0,984.2,22,14
10745,2023-08-24 15:49:41+00:00,33.0,42,18.3,34.3,4.0,0.0,984.2,22,14
10744,2023-08-24 15:59:49+00:00,33.0,42,18.3,34.3,4.0,0.0,984.2,22,15
10743,2023-08-24 16:09:55+00:00,33.0,42,18.3,34.3,,0.0,984.2,22,14
10742,2023-08-24 16:23:20+00:00,33.0,42,18.3,34.3,4.0,0.0,984.2,22,15
10741,2023-08-24 16:25:49+00:00,33.0,42,18.3,34.3,4.0,0.0,984.2,22,16
10757,2023-08-24 16:33:28+00:00,32.7,45,19.2,34.5,6.0,0.0,983.2,22,16
10756,2023-08-24 16:44:23+00:00,32.7,45,19.2,34.5,6.0,0.0,983.2,22,16
10755,2023-08-24 16:48:31+00:00,32.7,45,19.2,34.5,6.0,0.0,983.2,22,14
10754,2023-08-24 16:50:30+00:00,32.7,45,19.2,34.5,6.0,0.0,983.2,22,14
10753,2023-08-24 16:57:06+00:00,32.7,45,19.2,34.5,6.0,0.0,983.2,22,13
10752,2023-08-24 17:00:36+00:00,32.7,45,19.2,34.5,6.0,0.0,983.2,22,14
10751,2023-08-24 17:19:21+00:00,32.7,45,19.2,34.5,6.0,0.0,983.2,22,14
